Time_us,Ticks,PWM
1676699,1565,400
1678448,1568,400
1680193,1570,400
1681937,1573,400
1683677,1575,400
1685423,1578,400
1687163,1580,400
1688907,1582,400
1690649,1585,400
1692393,1587,400
1694133,1590,400
1695877,1592,400
1697620,1595,400
1699368,1597,400
1701108,1599,400
1702852,1602,400
1704597,1604,400
1706345,1607,400
1708085,1609,400
1709829,1611,400
1711574,1614,400
1713319,1616,400
1715059,1619,400
1716802,1621,400
1718547,1623,400
1720291,1626,400
1722031,1628,400
1723777,1631,400
1725525,1633,400
1727269,1636,400
1729009,1638,400
1730757,1640,400
1732501,1643,400
1734244,1645,400
1735985,1648,400
1737733,1650,400
1739481,1652,400
1741224,1655,400
1742965,1657,400
1744711,1660,400
1746459,1662,400
1748207,1664,400
1749947,1667,400
1751691,1669,400
1753431,1672,400
1755179,1674,400
1756919,1676,400
1758663,1679,400
1760406,1681,400
1762150,1684,400
1763890,1686,400
1765634,1689,400
1767376,1691,400
1769120,1693,400
1770862,1696,400
1772610,1698,400
1774353,1701,400
1776097,1703,400
1777837,1705,400
1779582,1708,400
1781324,1710,400
1783069,1713,400
1784810,1715,400
1786558,1717,400
1788299,1720,400
1790044,1722,400
1791789,1725,400
1793535,1727,400
1795276,1729,400
1797020,1732,400
1798762,1734,400
1800510,1737,400
1802250,1739,400
1803994,1741,400
1805738,1744,400
1807490,1746,400
1809231,1749,400
1810975,1751,400
1812719,1753,400
1814467,1756,400
1816211,1758,400
1817955,1761,400
1819699,1763,400
1821448,1765,400
1823193,1768,400
1824937,1770,400
1826677,1773,400
1828423,1775,400
1830163,1778,400
1831907,1780,400
1833649,1782,400
1835393,1785,400
1837133,1787,400
1838877,1790,400
1840620,1792,400
1842368,1794,400
1844108,1797,400
1845852,1799,400
1847597,1801,400
1849345,1804,400
1851085,1806,400
1852829,1809,400
1854574,1811,400
1856319,1813,400
1858059,1816,400
1859803,1818,400
1861547,1821,400
1863290,1823,400
1865031,1825,400
1866777,1828,400
1868525,1830,400
1870269,1833,400
1872009,1835,400
1873758,1837,400
1875507,1840,400
1877251,1842,400
1878991,1845,400
1880739,1847,400
1882487,1850,400
1884231,1852,400
1885972,1854,400
1887719,1857,400
1889464,1859,400
1891212,1862,400
1892952,1864,400
1894700,1866,400
1896440,1869,400
1898189,1871,400
1899929,1874,400
1901673,1876,400
1903415,1879,400
1905159,1881,400
1906899,1883,400
1908644,1886,400
1910387,1888,400
1912131,1891,400
1913871,1893,400
1915620,1895,400
1917361,1898,400
1919105,1900,400
1920845,1903,400
1922594,1905,400
1924339,1907,400
1926084,1910,400
1927824,1912,400
1929568,1915,400
1931310,1917,400
1933054,1919,400
1934797,1922,400
1936544,1924,400
1938285,1927,400
1940029,1929,400
1941773,1931,400
1943525,1934,400
1945266,1936,400
1947009,1939,400
1948753,1941,400
1950501,1943,400
1952241,1946,400
1953985,1948,400
1955730,1951,400
1957481,1953,400
1959221,1955,400
1960965,1958,400
1962707,1960,400
1964458,1963,400
1966203,1965,400
1967947,1967,400
1969687,1970,400
1971431,1972,400
1973174,1975,400
1974918,1977,400
1976659,1980,400
1978406,1982,400
1980147,1984,400
1981890,1987,400
1983631,1989,400
1985376,1992,400
1987116,1994,400
1988860,1997,400
1990605,1999,400
1992353,2001,400
1994093,2004,400
1995837,2006,400
1997579,2009,400
1999325,2011,400
2001067,2013,800
2002811,2016,800
2004557,2019,800
2006301,2021,800
2008043,2024,800
2009791,2027,800
2011536,2030,800
2013279,2033,800
2015020,2036,800
2016766,2039,800
2018511,2042,800
2020255,2046,800
2021995,2049,800
2023743,2052,800
2025490,2056,800
2027234,2060,800
2028974,2063,800
2030723,2067,800
2032467,2071,800
2034215,2074,800
2035955,2078,800
2037703,2082,800
2039448,2086,800
2041197,2090,800
2042937,2094,800
2044681,2098,800
2046423,2102,800
2048171,2106,800
2049912,2110,800
2051658,2114,800
2053399,2118,800
2055143,2123,800
2056883,2127,800
2058627,2131,800
2060368,2136,800
2062112,2140,800
