Time_us,Ticks,PWM
691900,212,400
693639,214,400
695384,216,400
697123,219,400
698865,221,400
700609,224,400
702353,226,400
704091,229,400
705833,231,400
707575,234,400
709319,236,400
711057,239,400
712801,241,400
714544,244,400
716286,246,400
718025,249,400
719766,251,400
721509,254,400
723251,256,400
724990,258,400
726735,261,400
728481,263,400
730223,266,400
731962,268,400
733706,271,400
735451,273,400
737197,276,400
738936,278,400
740678,281,400
742420,283,400
744162,286,400
745900,288,400
747643,291,400
749385,293,400
751127,296,400
752865,298,400
754609,301,400
756351,303,400
758093,306,400
759832,308,400
761576,311,400
763316,313,400
765058,316,400
766799,318,400
768544,321,400
770283,323,400
772025,326,400
773766,328,400
775512,331,400
777251,333,400
778993,336,400
780735,338,400
782486,341,400
784224,343,400
785966,346,400
787707,348,400
789458,351,400
791200,353,400
792942,356,400
794681,358,400
796423,361,400
798162,363,400
799904,366,400
801644,368,400
803386,371,400
805125,373,400
806867,376,400
808609,378,400
810353,381,400
812091,383,400
813833,386,400
815576,388,400
817319,391,400
819058,393,400
820801,396,400
822544,398,400
824286,401,400
826025,403,400
827766,406,400
829511,408,400
831253,411,400
832991,413,400
834738,416,400
836485,418,400
838227,421,400
839965,423,400
841709,426,400
843456,428,400
845202,431,400
846941,433,400
848683,436,400
850423,438,400
852165,441,400
853904,443,400
855648,446,400
857387,448,400
859129,451,400
860867,453,400
862611,456,400
864351,458,400
866093,461,400
867832,463,400
869576,466,400
871316,468,400
873058,471,400
874798,473,400
876544,476,400
878283,478,400
880025,481,400
881766,483,400
883512,486,400
885251,488,400
886993,491,400
888735,493,400
890486,496,400
892224,498,400
893966,501,400
895707,503,400
897458,506,400
899200,508,400
900942,511,400
902681,513,400
904423,516,400
906162,518,400
907904,521,400
909643,523,400
911386,526,400
913125,528,400
914867,531,400
916609,533,400
918353,536,400
920091,538,400
921833,541,400
923575,543,400
925319,546,400
927057,548,400
928801,551,400
930544,554,400
932286,556,400
934025,559,400
935767,561,400
937510,564,400
939252,566,400
940990,569,400
942736,571,400
944482,574,400
946224,576,400
947963,579,400
949707,581,400
951452,584,400
953198,586,400
954936,589,400
956678,591,400
958419,594,400
960161,596,400
961900,599,400
963643,601,400
965385,604,400
967127,606,400
968865,609,400
970609,611,400
972351,614,400
974093,616,400
975832,619,400
977576,621,400
979316,624,400
981058,626,400
982798,629,400
984544,631,400
986282,634,400
988025,636,400
989766,639,400
991512,641,400
993250,644,400
994992,646,400
996735,649,400
998486,651,400
1000224,654,400
1001967,656,400
1003709,659,400
1005458,661,400
1007202,664,400
1008945,666,400
1010684,669,400
1012427,671,400
1014171,674,400
1015914,676,400
1017657,679,400
1019401,681,400
1021140,684,400
1022883,686,400
1024624,689,400
1026368,691,400
1028107,694,400
1029850,696,400
1031594,699,400
1033343,701,400
1035083,704,400
1036826,706,400
1038568,709,400
1040312,711,400
1042053,714,400
1043798,716,400
1045540,719,400
1047283,721,400
1049023,724,400
1050767,726,400
1052511,729,400
1054254,731,400
1055993,734,400
1057741,736,400
1059489,739,400
1061232,741,400
1062971,744,400
1064718,746,400
1066462,749,400
